code,ab,County,POVALL_2014
56009,WY,Converse County,"1,299"
56011,WY,Crook County,602
56013,WY,Fremont County,"5,558"
56015,WY,Goshen County,"1,762"
56017,WY,Hot Springs County,513
56019,WY,Johnson County,824
56021,WY,Laramie County,"10,165"
56023,WY,Lincoln County,"1,656"
56025,WY,Natrona County,"8,262"
56027,WY,Niobrara County,326
56029,WY,Park County,"3,049"
56031,WY,Platte County,"1,130"
56033,WY,Sheridan County,"2,890"
56035,WY,Sublette County,675
56037,WY,Sweetwater County,"4,346"
56039,WY,Teton County,"1,751"
56041,WY,Uinta County,"2,081"
56043,WY,Washakie County,"1,030"
56045,WY,Weston County,901
